mixture_ID,source_1_path,source_2_path,noise_path
7258_91902_000007_000009_3289_171109_000004_000002_01cc020m_1.4887_01sc0219_-1.4887sp12.wav,train-clean-360/7258/91902/7258_91902_000007_000009.wav,train-clean-360/3289/171109/3289_171109_000004_000002.wav,tr/01cc020m_1.4887_01sc0219_-1.4887sp12.wav
1913_147990_000003_000004_6082_56175_000005_000005_01oc0214_0.72509_017c021c_-0.72509.wav,train-clean-360/1913/147990/1913_147990_000003_000004.wav,train-clean-360/6082/56175/6082_56175_000005_000005.wav,tr/01oc0214_0.72509_017c021c_-0.72509.wav
5660_101884_000029_000000_2194_141248_000014_000001_012c0202_2.2649_01nc020z_-2.2649sp12.wav,train-clean-360/5660/101884/5660_101884_000029_000000.wav,train-clean-360/2194/141248/2194_141248_000014_000001.wav,tr/012c0202_2.2649_01nc020z_-2.2649sp12.wav
510_130101_000033_000001_340_124368_000024_000000_020c0217_0.70183_40go0306_-0.70183sp12.wav,train-clean-360/510/130101/510_130101_000033_000001.wav,train-clean-360/340/124368/340_124368_000024_000000.wav,tr/020c0217_0.70183_40go0306_-0.70183sp12.wav
2368_157054_000099_000001_2709_158074_000055_000000_20fc010b_0.64488_407c021i_-0.64488sp12.wav,train-clean-360/2368/157054/2368_157054_000099_000001.wav,train-clean-360/2709/158074/2709_158074_000055_000000.wav,tr/20fc010b_0.64488_407c021i_-0.64488sp12.wav
4246_12545_000003_000005_7478_98644_000012_000004_028c0201_2.1216_409o030y_-2.1216sp12.wav,train-clean-360/4246/12545/4246_12545_000003_000005.wav,train-clean-360/7478/98644/7478_98644_000012_000004.wav,tr/028c0201_2.1216_409o030y_-2.1216sp12.wav
8677_296078_000015_000005_4973_24514_000009_000001_406o031d_0.87476_023c020q_-0.87476sp12.wav,train-clean-360/8677/296078/8677_296078_000015_000005.wav,train-clean-360/4973/24514/4973_24514_000009_000001.wav,tr/406o031d_0.87476_023c020q_-0.87476sp12.wav
3923_174992_000003_000015_227_129974_000030_000008_01xo031b_0.36212_20ga010z_-0.36212sp12.wav,train-clean-360/3923/174992/3923_174992_000003_000015.wav,train-clean-360/227/129974/227_129974_000030_000008.wav,tr/01xo031b_0.36212_20ga010z_-0.36212sp12.wav
8722_296473_000020_000000_8163_274549_000042_000000_404a0114_0.093104_205c010j_-0.093104sp12.wav,train-clean-360/8722/296473/8722_296473_000020_000000.wav,train-clean-360/8163/274549/8163_274549_000042_000000.wav,tr/404a0114_0.093104_205c010j_-0.093104sp12.wav
6637_69607_000041_000000_7245_104890_000102_000000_20cc010c_1.6296_40ec020g_-1.6296sp12.wav,train-clean-360/6637/69607/6637_69607_000041_000000.wav,train-clean-360/7245/104890/7245_104890_000102_000000.wav,tr/20cc010c_1.6296_40ec020g_-1.6296sp12.wav
4152_5710_000002_000001_3009_10327_000033_000003_209c010p_2.3645_01vc020u_-2.3645.wav,train-clean-360/4152/5710/4152_5710_000002_000001.wav,train-clean-360/3009/10327/3009_10327_000033_000003.wav,tr/209c010p_2.3645_01vc020u_-2.3645.wav
1913_143521_000007_000005_4586_61758_000054_000000_406c020q_2.0513_20sc010q_-2.0513sp12.wav,train-clean-360/1913/143521/1913_143521_000007_000005.wav,train-clean-360/4586/61758/4586_61758_000054_000000.wav,tr/406c020q_2.0513_20sc010q_-2.0513sp12.wav
1271_128145_000007_000002_8776_270778_000025_000003_019o031a_0.27588_01vo030q_-0.27588sp12.wav,train-clean-360/1271/128145/1271_128145_000007_000002.wav,train-clean-360/8776/270778/8776_270778_000025_000003.wav,tr/019o031a_0.27588_01vo030q_-0.27588sp12.wav
3994_156757_000031_000003_4744_31668_000005_000012_01zo0307_2.4943_029c020y_-2.4943sp12.wav,train-clean-360/3994/156757/3994_156757_000031_000003.wav,train-clean-360/4744/31668/4744_31668_000005_000012.wav,tr/01zo0307_2.4943_029c020y_-2.4943sp12.wav
5731_50778_000008_000004_192_128345_000015_000000_20gc0109_0.23743_01yc020t_-0.23743sp12.wav,train-clean-360/5731/50778/5731_50778_000008_000004.wav,train-clean-360/192/128345/192_128345_000015_000000.wav,tr/20gc0109_0.23743_01yc020t_-0.23743sp12.wav
1264_129805_000021_000001_454_134728_000051_000001_01yc020i_0.27685_20vo0107_-0.27685sp12.wav,train-clean-360/1264/129805/1264_129805_000021_000001.wav,train-clean-360/454/134728/454_134728_000051_000001.wav,tr/01yc020i_0.27685_20vo0107_-0.27685sp12.wav
4839_15304_000007_000004_3171_7574_000004_000002_20ha0112_0.16442_01kc021c_-0.16442sp12.wav,train-clean-360/4839/15304/4839_15304_000007_000004.wav,train-clean-360/3171/7574/3171_7574_000004_000002.wav,tr/20ha0112_0.16442_01kc021c_-0.16442sp12.wav
2696_157636_000029_000003_5604_26987_000015_000000_023c020y_1.663_40hc020s_-1.663.wav,train-clean-360/2696/157636/2696_157636_000029_000003.wav,train-clean-360/5604/26987/5604_26987_000015_000000.wav,tr/023c020y_1.663_40hc020s_-1.663.wav
4719_25765_000052_000001_3513_7741_000031_000000_20fa0113_1.5782_20oa010b_-1.5782sp12.wav,train-clean-360/4719/25765/4719_25765_000052_000001.wav,train-clean-360/3513/7741/3513_7741_000031_000000.wav,tr/20fa0113_1.5782_20oa010b_-1.5782sp12.wav
830_130728_000025_000000_8635_295756_000013_000000_204a010g_0.084454_021c0215_-0.084454sp12.wav,train-clean-360/830/130728/830_130728_000025_000000.wav,train-clean-360/8635/295756/8635_295756_000013_000000.wav,tr/204a010g_0.084454_021c0215_-0.084454sp12.wav
3816_11258_000012_000001_2696_157636_000029_000003_408a010s_0.56205_029o031c_-0.56205sp12.wav,train-clean-360/3816/11258/3816_11258_000012_000001.wav,train-clean-360/2696/157636/2696_157636_000029_000003.wav,tr/408a010s_0.56205_029o031c_-0.56205sp12.wav
1079_128636_000035_000002_2404_141240_000020_000001_40mo0314_1.6839_20fa010y_-1.6839sp12.wav,train-clean-360/1079/128636/1079_128636_000035_000002.wav,train-clean-360/2404/141240/2404_141240_000020_000001.wav,tr/40mo0314_1.6839_20fa010y_-1.6839sp12.wav
246_224_000001_000000_1923_155646_000015_000002_01mc020h_1.9273_20hc010k_-1.9273sp12.wav,train-clean-360/246/224/246_224_000001_000000.wav,train-clean-360/1923/155646/1923_155646_000015_000002.wav,tr/01mc020h_1.9273_20hc010k_-1.9273sp12.wav
3967_292604_000005_000003_3289_171107_000016_000007_204c0103_0.56027_20vo010f_-0.56027sp12.wav,train-clean-360/3967/292604/3967_292604_000005_000003.wav,train-clean-360/3289/171107/3289_171107_000016_000007.wav,tr/204c0103_0.56027_20vo010f_-0.56027sp12.wav
3546_175390_000046_000000_3994_156757_000017_000002_20jc010b_1.8149_406c0218_-1.8149sp12.wav,train-clean-360/3546/175390/3546_175390_000046_000000.wav,train-clean-360/3994/156757/3994_156757_000017_000002.wav,tr/20jc010b_1.8149_406c0218_-1.8149sp12.wav
2589_22581_000004_000003_3289_171107_000025_000005_401c020i_0.70427_01wc020s_-0.70427sp12.wav,train-clean-360/2589/22581/2589_22581_000004_000003.wav,train-clean-360/3289/171107/3289_171107_000025_000005.wav,tr/401c020i_0.70427_01wc020s_-0.70427sp12.wav
6637_69607_000109_000000_589_139200_000023_000005_01nc020m_2.4623_017c0218_-2.4623sp12.wav,train-clean-360/6637/69607/6637_69607_000109_000000.wav,train-clean-360/589/139200/589_139200_000023_000005.wav,tr/01nc020m_2.4623_017c0218_-2.4623sp12.wav
1264_129805_000069_000001_1448_135894_000029_000003_40ja010g_0.0076839_013c021c_-0.0076839sp12.wav,train-clean-360/1264/129805/1264_129805_000069_000001.wav,train-clean-360/1448/135894/1448_135894_000029_000003.wav,tr/40ja010g_0.0076839_013c021c_-0.0076839sp12.wav
1018_133447_000010_000001_8347_282412_000035_000000_204o010k_0.075108_01zo0309_-0.075108sp12.wav,train-clean-360/1018/133447/1018_133447_000010_000001.wav,train-clean-360/8347/282412/8347_282412_000035_000000.wav,tr/204o010k_0.075108_01zo0309_-0.075108sp12.wav
1259_72927_000034_000004_8410_278220_000011_000000_40ea010m_1.9697_01dc020j_-1.9697sp12.wav,train-clean-360/1259/72927/1259_72927_000034_000004.wav,train-clean-360/8410/278220/8410_278220_000011_000000.wav,tr/40ea010m_1.9697_01dc020j_-1.9697sp12.wav
4257_6397_000011_000005_8758_291170_000013_000004_027o0319_0.54789_024c020l_-0.54789.wav,train-clean-360/4257/6397/4257_6397_000011_000005.wav,train-clean-360/8758/291170/8758_291170_000013_000004.wav,tr/027o0319_0.54789_024c020l_-0.54789.wav
8772_295710_000010_000005_1425_139291_000001_000000_01nc020a_0.54104_01io030p_-0.54104sp12.wav,train-clean-360/8772/295710/8772_295710_000010_000005.wav,train-clean-360/1425/139291/1425_139291_000001_000000.wav,tr/01nc020a_0.54104_01io030p_-0.54104sp12.wav
8421_283462_000036_000001_6924_291608_000011_000002_014a0113_0.78145_40jc0202_-0.78145sp12.wav,train-clean-360/8421/283462/8421_283462_000036_000001.wav,train-clean-360/6924/291608/6924_291608_000011_000002.wav,tr/014a0113_0.78145_40jc0202_-0.78145sp12.wav
454_134728_000076_000000_5570_73848_000004_000003_206c010d_1.3162_20ho0103_-1.3162sp12.wav,train-clean-360/454/134728/454_134728_000076_000000.wav,train-clean-360/5570/73848/5570_73848_000004_000003.wav,tr/206c010d_1.3162_20ho0103_-1.3162sp12.wav
1422_146111_000010_000005_8152_258974_000028_000011_40cc0218_0.76714_021c020p_-0.76714sp12.wav,train-clean-360/1422/146111/1422_146111_000010_000005.wav,train-clean-360/8152/258974/8152_258974_000028_000011.wav,tr/40cc0218_0.76714_021c020p_-0.76714sp12.wav
5186_7793_000042_000000_192_128345_000062_000002_20sc010m_0.63781_40oc0206_-0.63781sp12.wav,train-clean-360/5186/7793/5186_7793_000042_000000.wav,train-clean-360/192/128345/192_128345_000062_000002.wav,tr/20sc010m_0.63781_40oc0206_-0.63781sp12.wav
7139_88748_000022_000000_7128_84122_000008_000000_01sa010m_2.0198_20sa0110_-2.0198sp12.wav,train-clean-360/7139/88748/7139_88748_000022_000000.wav,train-clean-360/7128/84122/7128_84122_000008_000000.wav,tr/01sa010m_2.0198_20sa0110_-2.0198sp12.wav
836_130900_000037_000002_2004_147967_000003_000000_20ic010c_2.1956_013c020y_-2.1956.wav,train-clean-360/836/130900/836_130900_000037_000002.wav,train-clean-360/2004/147967/2004_147967_000003_000000.wav,tr/20ic010c_2.1956_013c020y_-2.1956.wav
7416_103126_000053_000001_4152_12926_000004_000000_40eo030u_0.76285_01ec021c_-0.76285.wav,train-clean-360/7416/103126/7416_103126_000053_000001.wav,train-clean-360/4152/12926/4152_12926_000004_000000.wav,tr/40eo030u_0.76285_01ec021c_-0.76285.wav
8635_295756_000008_000003_1212_75242_000013_000000_40ja0103_0.42698_40co030v_-0.42698sp12.wav,train-clean-360/8635/295756/8635_295756_000008_000003.wav,train-clean-360/1212/75242/1212_75242_000013_000000.wav,tr/40ja0103_0.42698_40co030v_-0.42698sp12.wav
5656_44576_000023_000003_2127_138047_000066_000002_01mc0207_1.6611_01nc020y_-1.6611sp12.wav,train-clean-360/5656/44576/5656_44576_000023_000003.wav,train-clean-360/2127/138047/2127_138047_000066_000002.wav,tr/01mc0207_1.6611_01nc020y_-1.6611sp12.wav
1061_146197_000020_000002_2573_178449_000058_000000_207o010e_1.6988_40pa0113_-1.6988sp12.wav,train-clean-360/1061/146197/1061_146197_000020_000002.wav,train-clean-360/2573/178449/2573_178449_000058_000000.wav,tr/207o010e_1.6988_40pa0113_-1.6988sp12.wav
2061_147110_000047_000003_203_132073_000014_000000_01qo0319_1.312_20cc010f_-1.312.wav,train-clean-360/2061/147110/2061_147110_000047_000003.wav,train-clean-360/203/132073/203_132073_000014_000000.wav,tr/01qo0319_1.312_20cc010f_-1.312.wav
329_861_000011_000000_323_126408_000072_000000_01va0102_2.3761_017a010s_-2.3761sp12.wav,train-clean-360/329/861/329_861_000011_000000.wav,train-clean-360/323/126408/323_126408_000072_000000.wav,tr/01va0102_2.3761_017a010s_-2.3761sp12.wav
3703_71531_000044_000003_6637_69607_000056_000002_028c0217_0.60737_029c021b_-0.60737sp12.wav,train-clean-360/3703/71531/3703_71531_000044_000003.wav,train-clean-360/6637/69607/6637_69607_000056_000002.wav,tr/028c0217_0.60737_029c021b_-0.60737sp12.wav
6553_86683_000069_000001_835_130876_000044_000000_408c0214_1.647_021c0214_-1.647sp12.wav,train-clean-360/6553/86683/6553_86683_000069_000001.wav,train-clean-360/835/130876/835_130876_000044_000000.wav,tr/408c0214_1.647_021c0214_-1.647sp12.wav
1779_142733_000008_000010_3490_177641_000047_000001_01oc020z_1.8025_20qo010g_-1.8025sp12.wav,train-clean-360/1779/142733/1779_142733_000008_000010.wav,train-clean-360/3490/177641/3490_177641_000047_000001.wav,tr/01oc020z_1.8025_20qo010g_-1.8025sp12.wav
7874_110243_000126_000004_7495_102612_000024_000000_20fa010y_0.12875_408c020y_-0.12875sp12.wav,train-clean-360/7874/110243/7874_110243_000126_000004.wav,train-clean-360/7495/102612/7495_102612_000024_000000.wav,tr/20fa010y_0.12875_408c020y_-0.12875sp12.wav
4133_6541_000014_000000_4586_61758_000015_000000_20ga010y_1.0853_403c0207_-1.0853sp12.wav,train-clean-360/4133/6541/4133_6541_000014_000000.wav,train-clean-360/4586/61758/4586_61758_000015_000000.wav,tr/20ga010y_1.0853_403c0207_-1.0853sp12.wav
5401_39508_000012_000001_7720_105168_000044_000004_408c0219_2.4465_01mc020a_-2.4465sp12.wav,train-clean-360/5401/39508/5401_39508_000012_000001.wav,train-clean-360/7720/105168/7720_105168_000044_000004.wav,tr/408c0219_2.4465_01mc020a_-2.4465sp12.wav
3835_178030_000026_000003_3258_169291_000001_000004_20uo0109_0.72043_406o030a_-0.72043sp12.wav,train-clean-360/3835/178030/3835_178030_000026_000003.wav,train-clean-360/3258/169291/3258_169291_000001_000004.wav,tr/20uo0109_0.72043_406o030a_-0.72043sp12.wav
7909_106369_000012_000007_1264_129805_000023_000001_40ca0113_2.4486_023c020v_-2.4486sp12.wav,train-clean-360/7909/106369/7909_106369_000012_000007.wav,train-clean-360/1264/129805/1264_129805_000023_000001.wav,tr/40ca0113_2.4486_023c020v_-2.4486sp12.wav
8050_110238_000056_000002_7754_105383_000069_000000_20da010m_0.17887_403c020r_-0.17887sp12.wav,train-clean-360/8050/110238/8050_110238_000056_000002.wav,train-clean-360/7754/105383/7754_105383_000069_000000.wav,tr/20da010m_0.17887_403c020r_-0.17887sp12.wav
7816_108620_000005_000000_4356_6506_000051_000011_20oc010l_2.1451_020a0105_-2.1451sp12.wav,train-clean-360/7816/108620/7816_108620_000005_000000.wav,train-clean-360/4356/6506/4356_6506_000051_000011.wav,tr/20oc010l_2.1451_020a0105_-2.1451sp12.wav
8028_233382_000019_000004_6300_39661_000020_000001_20ga010q_2.0398_01ia010g_-2.0398sp12.wav,train-clean-360/8028/233382/8028_233382_000019_000004.wav,train-clean-360/6300/39661/6300_39661_000020_000001.wav,tr/20ga010q_2.0398_01ia010g_-2.0398sp12.wav
7335_290365_000003_000003_8075_279239_000008_000000_40hc0201_1.3028_20pc0101_-1.3028sp08.wav,train-clean-360/7335/290365/7335_290365_000003_000003.wav,train-clean-360/8075/279239/8075_279239_000008_000000.wav,tr/40hc0201_1.3028_20pc0101_-1.3028sp08.wav
4363_14936_000013_000003_1379_130486_000017_000000_408o031b_0.28995_01pc0207_-0.28995sp12.wav,train-clean-360/4363/14936/4363_14936_000013_000003.wav,train-clean-360/1379/130486/1379_130486_000017_000000.wav,tr/408o031b_0.28995_01pc0207_-0.28995sp12.wav
2517_135229_000018_000007_7478_98644_000012_000004_20oa010g_2.4151_40nc021d_-2.4151sp12.wav,train-clean-360/2517/135229/2517_135229_000018_000007.wav,train-clean-360/7478/98644/7478_98644_000012_000004.wav,tr/20oa010g_2.4151_40nc021d_-2.4151sp12.wav
3852_175448_000008_000000_8183_118128_000016_000000_016c0210_1.4407_40ec0214_-1.4407sp12.wav,train-clean-360/3852/175448/3852_175448_000008_000000.wav,train-clean-360/8183/118128/8183_118128_000016_000000.wav,tr/016c0210_1.4407_40ec0214_-1.4407sp12.wav
3228_4691_000011_000007_4138_11079_000060_000003_013c020p_0.39169_209c010p_-0.39169sp12.wav,train-clean-360/3228/4691/3228_4691_000011_000007.wav,train-clean-360/4138/11079/4138_11079_000060_000003.wav,tr/013c020p_0.39169_209c010p_-0.39169sp12.wav
1903_132499_000020_000006_7247_101864_000027_000000_40mc0211_1.6713_20pc010d_-1.6713sp12.wav,train-clean-360/1903/132499/1903_132499_000020_000006.wav,train-clean-360/7247/101864/7247_101864_000027_000000.wav,tr/40mc0211_1.6713_20pc010d_-1.6713sp12.wav
2499_156153_000007_000000_3003_14274_000015_000008_01xc0212_1.0701_20ro0105_-1.0701sp12.wav,train-clean-360/2499/156153/2499_156153_000007_000000.wav,train-clean-360/3003/14274/3003_14274_000015_000008.wav,tr/01xc0212_1.0701_20ro0105_-1.0701sp12.wav
6643_67858_000022_000001_2581_157858_000021_000002_01tc021g_0.95814_20to0105_-0.95814sp12.wav,train-clean-360/6643/67858/6643_67858_000022_000001.wav,train-clean-360/2581/157858/2581_157858_000021_000002.wav,tr/01tc021g_0.95814_20to0105_-0.95814sp12.wav
7665_104979_000044_000001_8742_245708_000023_000004_404a010j_1.7799_403o030g_-1.7799sp12.wav,train-clean-360/7665/104979/7665_104979_000044_000001.wav,train-clean-360/8742/245708/8742_245708_000023_000004.wav,tr/404a010j_1.7799_403o030g_-1.7799sp12.wav
803_139752_000010_000004_3790_140725_000053_000001_02cc020r_1.9227_407c020y_-1.9227sp12.wav,train-clean-360/803/139752/803_139752_000010_000004.wav,train-clean-360/3790/140725/3790_140725_000053_000001.wav,tr/02cc020r_1.9227_407c020y_-1.9227sp12.wav
6352_83633_000005_000018_6877_79973_000014_000000_019o0313_1.2228_20po010b_-1.2228sp12.wav,train-clean-360/6352/83633/6352_83633_000005_000018.wav,train-clean-360/6877/79973/6877_79973_000014_000000.wav,tr/019o0313_1.2228_20po010b_-1.2228sp12.wav
5157_47237_000071_000000_6341_64956_000034_000000_02cc020r_1.7271_018c020a_-1.7271sp12.wav,train-clean-360/5157/47237/5157_47237_000071_000000.wav,train-clean-360/6341/64956/6341_64956_000034_000000.wav,tr/02cc020r_1.7271_018c020a_-1.7271sp12.wav
3792_176660_000011_000001_7134_67200_000030_000010_40ca0110_0.46072_409o030w_-0.46072sp12.wav,train-clean-360/3792/176660/3792_176660_000011_000001.wav,train-clean-360/7134/67200/7134_67200_000030_000010.wav,tr/40ca0110_0.46072_409o030w_-0.46072sp12.wav
548_126959_000015_000001_1913_143521_000011_000008_20fa010u_0.10958_01ro0313_-0.10958sp12.wav,train-clean-360/548/126959/548_126959_000015_000001.wav,train-clean-360/1913/143521/1913_143521_000011_000008.wav,tr/20fa010u_0.10958_01ro0313_-0.10958sp12.wav
2167_149880_000063_000002_7665_104979_000044_000001_20bo0102_1.9962_01do030k_-1.9962sp12.wav,train-clean-360/2167/149880/2167_149880_000063_000002.wav,train-clean-360/7665/104979/7665_104979_000044_000001.wav,tr/20bo0102_1.9962_01do030k_-1.9962sp12.wav
8396_240992_000008_000000_8725_294554_000007_000018_027a0102_1.9898_01wc0213_-1.9898sp12.wav,train-clean-360/8396/240992/8396_240992_000008_000000.wav,train-clean-360/8725/294554/8725_294554_000007_000018.wav,tr/027a0102_1.9898_01wc0213_-1.9898sp12.wav
7569_102232_000008_000009_8459_292347_000015_000000_405a0112_0.79993_403c020p_-0.79993sp12.wav,train-clean-360/7569/102232/7569_102232_000008_000009.wav,train-clean-360/8459/292347/8459_292347_000015_000000.wav,tr/405a0112_0.79993_403c020p_-0.79993sp12.wav
5448_19208_000056_000000_8097_114971_000014_000000_40ha0102_1.5825_406o0309_-1.5825sp12.wav,train-clean-360/5448/19208/5448_19208_000056_000000.wav,train-clean-360/8097/114971/8097_114971_000014_000000.wav,tr/40ha0102_1.5825_406o0309_-1.5825sp12.wav
1705_142318_000051_000000_816_2301_000041_000001_206o0103_0.72291_01nc020h_-0.72291sp12.wav,train-clean-360/1705/142318/1705_142318_000051_000000.wav,train-clean-360/816/2301/816_2301_000041_000001.wav,tr/206o0103_0.72291_01nc020h_-0.72291sp12.wav
7313_91072_000012_000000_2012_139355_000030_000002_01mc0217_1.8748_023o0309_-1.8748sp12.wav,train-clean-360/7313/91072/7313_91072_000012_000000.wav,train-clean-360/2012/139355/2012_139355_000030_000002.wav,tr/01mc0217_1.8748_023o0309_-1.8748sp12.wav
434_132644_000006_000001_7783_107486_000032_000001_40dc020a_1.5386_207c0107_-1.5386sp12.wav,train-clean-360/434/132644/434_132644_000006_000001.wav,train-clean-360/7783/107486/7783_107486_000032_000001.wav,tr/40dc020a_1.5386_207c0107_-1.5386sp12.wav
2618_138042_000036_000005_6446_40571_000054_000000_012a0101_1.124_01qo0305_-1.124sp12.wav,train-clean-360/2618/138042/2618_138042_000036_000005.wav,train-clean-360/6446/40571/6446_40571_000054_000000.wav,tr/012a0101_1.124_01qo0305_-1.124sp12.wav
815_130105_000041_000001_698_122863_000007_000003_40pa010z_1.0415_01ec020u_-1.0415sp12.wav,train-clean-360/815/130105/815_130105_000041_000001.wav,train-clean-360/698/122863/698_122863_000007_000003.wav,tr/40pa010z_1.0415_01ec020u_-1.0415sp12.wav
7720_105167_000022_000001_7540_101799_000023_000000_204a010p_2.3838_019o0318_-2.3838sp12.wav,train-clean-360/7720/105167/7720_105167_000022_000001.wav,train-clean-360/7540/101799/7540_101799_000023_000000.wav,tr/204a010p_2.3838_019o0318_-2.3838sp12.wav
606_127691_000004_000002_7085_2327_000023_000001_40oc0215_0.017793_023c0218_-0.017793sp12.wav,train-clean-360/606/127691/606_127691_000004_000002.wav,train-clean-360/7085/2327/7085_2327_000023_000001.wav,tr/40oc0215_0.017793_023c0218_-0.017793sp12.wav
594_128329_000003_000000_5319_64075_000008_000000_40dc021c_1.5946_209a0114_-1.5946sp12.wav,train-clean-360/594/128329/594_128329_000003_000000.wav,train-clean-360/5319/64075/5319_64075_000008_000000.wav,tr/40dc021c_1.5946_209a0114_-1.5946sp12.wav
79_121541_000236_000000_7594_101832_000022_000001_208a010a_0.28507_01mo030n_-0.28507sp12.wav,train-clean-360/79/121541/79_121541_000236_000000.wav,train-clean-360/7594/101832/7594_101832_000022_000001.wav,tr/208a010a_0.28507_01mo030n_-0.28507sp12.wav
1806_143946_000010_000004_3215_5764_000009_000002_20fa010k_2.0092_401c020i_-2.0092sp12.wav,train-clean-360/1806/143946/1806_143946_000010_000004.wav,train-clean-360/3215/5764/3215_5764_000009_000002.wav,tr/20fa010k_2.0092_401c020i_-2.0092sp12.wav
7809_108638_000019_000011_7258_91902_000006_000005_023o030p_0.36166_01po0303_-0.36166sp12.wav,train-clean-360/7809/108638/7809_108638_000019_000011.wav,train-clean-360/7258/91902/7258_91902_000006_000005.wav,tr/023o030p_0.36166_01po0303_-0.36166sp12.wav
3728_105398_000068_000001_806_124221_000038_000004_20go0106_0.45341_01mc020w_-0.45341sp12.wav,train-clean-360/3728/105398/3728_105398_000068_000001.wav,train-clean-360/806/124221/806_124221_000038_000004.wav,tr/20go0106_0.45341_01mc020w_-0.45341sp12.wav
3972_185074_000005_000002_3905_149791_000009_000001_20ta010a_0.73472_024o0317_-0.73472sp12.wav,train-clean-360/3972/185074/3972_185074_000005_000002.wav,train-clean-360/3905/149791/3905_149791_000009_000001.wav,tr/20ta010a_0.73472_024o0317_-0.73472sp12.wav
6378_61781_000035_000001_205_159056_000032_000002_208a0102_0.95749_20to0104_-0.95749sp12.wav,train-clean-360/6378/61781/6378_61781_000035_000001.wav,train-clean-360/205/159056/205_159056_000032_000002.wav,tr/208a0102_0.95749_20to0104_-0.95749sp12.wav
249_121331_000103_000002_4133_6541_000051_000004_01yc021a_0.39089_02dc020g_-0.39089.wav,train-clean-360/249/121331/249_121331_000103_000002.wav,train-clean-360/4133/6541/4133_6541_000051_000004.wav,tr/01yc021a_0.39089_02dc020g_-0.39089.wav
8824_279153_000038_000007_4535_279852_000086_000000_01sc0202_2.3194_20ro0105_-2.3194sp12.wav,train-clean-360/8824/279153/8824_279153_000038_000007.wav,train-clean-360/4535/279852/4535_279852_000086_000000.wav,tr/01sc0202_2.3194_20ro0105_-2.3194sp12.wav
4236_8927_000004_000003_593_126928_000022_000001_20cc010c_1.1281_01rc0217_-1.1281sp12.wav,train-clean-360/4236/8927/4236_8927_000004_000003.wav,train-clean-360/593/126928/593_126928_000022_000001.wav,tr/20cc010c_1.1281_01rc0217_-1.1281sp12.wav
3258_169291_000027_000001_54_121079_000105_000000_01sc020f_0.2435_01uc020x_-0.2435sp12.wav,train-clean-360/3258/169291/3258_169291_000027_000001.wav,train-clean-360/54/121079/54_121079_000105_000000.wav,tr/01sc020f_0.2435_01uc020x_-0.2435sp12.wav
